Species (informal),genus_species,timetree_species,taxon_id,genus,domain,kingdom,phylum_division,class,num_swissprot_seqs,num_trembl_seqs,uniref100_count,uniref90_count,uniref50_count,time to ancestor Homo sapiens,time to ancestor Mus musculus,time to ancestor Arabidopsis thaliana,time to ancestor Rattus norvegicus,time to ancestor Saccharomyces cerevisiae,time to ancestor Bos taurus,time to ancestor Schizosaccharomyces pombe,time to ancestor Caenorhabditis elegans,time to ancestor Bacillus subtilis,time to ancestor Oryza sativa,time to ancestor Dictyostelium discoideum,time to ancestor Drosophila melanogaster,time to ancestor Danio rerio,time to ancestor Gallus gallus,time to ancestor Mycobacterium tuberculosis,time to ancestor Pongo abelii,time to ancestor Salmonella,time to ancestor Methanocaldococcus jannaschii,time to ancestor Xenopus tropicalis,time to ancestor Haemophilus influenzae,time to ancestor Escherichia coli,time to ancestor Sus scrofa,time to ancestor Macaca fascicularis,time to ancestor Candida albicans,time to ancestor Synechocystis,time to ancestor Archaeoglobus fulgidus,time to ancestor Emericella nidulans,time to ancestor Vibrio cholerae,time to ancestor Staphylococcus aureus,time to ancestor Ashbya,time to ancestor Kluyveromyces lactis,time to ancestor Acanthamoeba polyphaga,time to ancestor Oryctolagus cuniculus,time to ancestor Aspergillus fumigatus,time to ancestor Rhizobium meliloti,time to ancestor Neurospora crassa,time to ancestor Canis lupus,time to ancestor Zea mays,time to ancestor Toxoplasma gondii,time to ancestor Plasmodium falciparum,time to ancestor Anopheles gambiae,time to ancestor Monodelphis domestica,time to ancestor Gorilla gorilla,time to ancestor Chlamydomonas reinhardtii,time to ancestor Ambystoma mexicanum,time to ancestor Schmidtea mediterranea,time to ancestor Apis mellifera,time to ancestor Streptomyces coelicolor,time to ancestor Pectobacterium atrosepticum,time to ancestor Aquifex aeolicus,time to ancestor Pasteurella multocida,time to ancestor Shigella flexneri,time to ancestor Bacillus anthracis,time to ancestor Photorhabdus laumondii,time to ancestor Halalkalibacterium halodurans,time to ancestor Klebsiella pneumoniae,time to ancestor Enterobacter,time to ancestor Yersinia pestis,time to ancestor Nostoc,time to ancestor Pan troglodytes,time to ancestor Mycoplasma pneumoniae,time to ancestor Citrobacter koseri,time to ancestor Serratia proteamaculans,time to ancestor Yarrowia lipolytica,time to ancestor Sinorhizobium fredii,time to ancestor Agrobacterium,time to ancestor Shewanella oneidensis,time to ancestor Debaryomyces hansenii,time to ancestor Treponema pallidum,time to ancestor Cronobacter sakazakii,time to ancestor Methanothermobacter thermautotrophicus,time to ancestor Listeria monocytogenes,time to ancestor Pseudomonas aeruginosa,time to ancestor Helicobacter pylori,time to ancestor Ralstonia solanacearum,time to ancestor Photobacterium profundum,time to ancestor Neisseria meningitidis,time to ancestor Mycolicibacterium smegmatis,time to ancestor Rickettsia prowazekii,time to ancestor Brucella melitensis,time to ancestor Caulobacter vibrioides,time to ancestor Aliivibrio fischeri,time to ancestor Bacillus licheniformis,time to ancestor Thermotoga maritima,time to ancestor Clostridium acetobutylicum,time to ancestor Xanthomonas campestris,time to ancestor Oceanobacillus iheyensis,time to ancestor Lactococcus lactis,time to ancestor Corynebacterium glutamicum,time to ancestor Erwinia tasmaniensis,time to ancestor Sodalis glossinidius,time to ancestor Xylella fastidiosa,time to ancestor Deinococcus radiodurans,time to ancestor Chromobacterium violaceum,time to ancestor Methanosarcina acetivorans,time to ancestor Bordetella pertussis,time to ancestor Geobacillus kaustophilus,time to ancestor Acinetobacter baylyi,time to ancestor Pyrococcus furiosus,time to ancestor Solanum lycopersicum,time to ancestor Nicotiana tabacum,time to ancestor Proteus mirabilis,time to ancestor Alkalihalobacillus clausii,time to ancestor Thermosynechococcus vestitus,time to ancestor Pyrococcus horikoshii,time to ancestor Synechococcus elongatus,time to ancestor Halobacterium salinarum,time to ancestor Saccharolobus solfataricus,time to ancestor Lactiplantibacillus plantarum,time to ancestor Cupriavidus necator,time to ancestor Campylobacter jejuni,time to ancestor Rhodopseudomonas palustris,time to ancestor Cereibacter sphaeroides,time to ancestor Enterococcus faecalis,time to ancestor Aeromonas hydrophila,time to ancestor Trichormus variabilis,time to ancestor Burkholderia mallei,time to ancestor Ovis aries,time to ancestor Methylococcus capsulatus,time to ancestor Caldanaerobacter subterraneus,time to ancestor Phytophthora infestans,time to ancestor Emiliania huxleyi,time to ancestor Paramecium tetraurelia,time to ancestor Entamoeba histolytica,time to ancestor Trichoplax adhaerens,time to ancestor Hydra vulgaris,time to ancestor Nematostella vectensis,time to ancestor Branchiostoma floridae,time to ancestor Petromyzon marinus,time to ancestor Takifugu rubripes,time to ancestor Anas platyrhynchos,time to ancestor Notamacropus eugenii,time to ancestor Felis catus,time to ancestor Aedes aegypti,time to ancestor Culex quinquefasciatus,time to ancestor Lottia gigantea,time to ancestor Brugia malayi
Alkalihalobacillus clausii (strain KSM-K16) (Bacillus clausii),Alkalihalobacillus clausii,Alkalihalobacillus clausii,79880,Alkalihalobacillus,Bacteria,,Bacillota,Bacilli,501,12752,37170,8806,3917,3618,3618,3618,3618,3618,3618,3618,3618,1382,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1382,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1382,3134,869,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1382,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1382,4180,2607,3134,1566,1810,2908,3134,3134,3134,2908,3134,3618,3134,1382,3134,3618,3618,3618,3134,0,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1),Thermosynechococcus vestitus,Thermosynechococcus vestitus,197221,Thermosynechococcus,Bacteria,,Cyanobacteria,Cyanophyceae,495,4297,2475,1473,458,3618,3618,3618,3618,3618,3618,3618,3618,2936,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,1710,3618,3618,3134,2936,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2936,3134,2936,3134,3134,3134,1373,3618,2936,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2936,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2936,4180,2936,3134,2936,2936,2908,3134,3134,3134,2908,3134,3618,3134,2936,3134,3618,3618,3618,3134,2936,0,3618,1710,3618,3618,2936,3134,3134,3134,3134,2936,3134,1710,3134,3618,3134,2936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Pyrococcus horikoshii,Pyrococcus horikoshii,Pyrococcus horikoshii,53953,Pyrococcus,Archaea,Euryarchaeota,Euryarchaeota,Thermococci,1002,4936,2576,1932,940,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,299,3618,3618,3618,3618,3618,0,3618,3551,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805),Synechococcus elongatus,Synechococcus elongatus,32046,Synechococcus,Bacteria,,Cyanobacteria,Cyanophyceae,952,7167,10879,4775,2144,3618,3618,3618,3618,3618,3618,3618,3618,2936,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,751,3618,3618,3134,2936,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2936,3134,2936,3134,3134,3134,1373,3618,2936,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2936,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2936,4180,2936,3134,2936,2936,2908,3134,3134,3134,2908,3134,3618,3134,2936,3134,3618,3618,3618,3134,2936,1710,3618,0,3618,3618,2936,3134,3134,3134,3134,2936,3134,751,3134,3618,3134,2936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1),Halobacterium salinarum,Halobacterium salinarum,2242,Halobacterium,Archaea,,Euryarchaeota,Halobacteria,818,10682,12031,5374,2400,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3618,3618,3618,3618,2663,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2346,3618,3618,3618,3551,3618,3618,3618,3618,3618,3551,3618,0,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),Saccharolobus solfataricus,Saccharolobus solfataricus,2287,Saccharolobus,Archaea,,Thermoproteota,Thermoprotei,503,9922,5072,2704,1328,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,4015,3618,3618,3618,3618,3618,4015,3618,4015,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,1590,Lactiplantibacillus,Bacteria,,Bacillota,Bacilli,502,46049,187597,24749,12464,3618,3618,3618,3618,3618,3618,3618,3618,1810,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1810,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1810,3134,1810,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1810,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1810,4180,2607,3134,1810,1317,2908,3134,3134,3134,2908,3134,3618,3134,1810,3134,3618,3618,3618,3134,1810,2936,3618,2936,3618,3618,0,3134,3134,3134,3134,1317,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Cupriavidus necator,Cupriavidus necator,Cupriavidus necator,106590,Cupriavidus,Bacteria,,Pseudomonadota,Betaproteobacteria,959,47490,54976,19568,6049,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1993,3618,3618,1993,1993,3618,3618,3618,3134,3618,3618,1993,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1993,4101,1993,1993,3134,1993,3134,1993,1993,1993,3134,3618,3134,1993,1993,3618,2439,2439,1993,3618,3000,1993,3618,3134,1993,2849,228,1993,1993,3134,2439,2439,2439,1993,3134,4180,3134,1993,3134,3134,3134,1993,1993,1993,3134,1386,3618,744,3134,1993,3618,3618,3618,1993,3134,3134,3618,3134,3618,3618,3134,0,2849,2439,2439,3134,1993,3134,430,3618,1993,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Campylobacter jejuni subsp. jejuni serotype O:2,Campylobacter jejuni,Campylobacter jejuni,197,Campylobacter,Bacteria,,Campylobacterota,Campylobacteria,1733,126428,269737,22895,10040,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2849,3618,3618,2849,2849,3618,3618,3618,3134,3618,3618,2849,3134,3618,3618,3618,3618,3618,2849,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2849,4101,2849,2849,3134,2849,3134,2849,2849,2849,3134,3618,3134,2849,2849,3618,2849,2849,2849,3618,3000,2849,3618,3134,2849,1104,2849,2849,2849,3134,2849,2849,2849,2849,3134,4180,3134,2849,3134,3134,3134,2849,2849,2849,3134,2849,3618,2849,3134,2849,3618,3618,3618,2849,3134,3134,3618,3134,3618,3618,3134,2849,0,2849,2849,3134,2849,3134,2849,3618,2849,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),Rhodopseudomonas palustris,Rhodopseudomonas palustris,1076,Rhodopseudomonas,Bacteria,,Pseudomonadota,Alphaproteobacteria,2195,57465,89355,36407,7712,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,1042,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,1042,1042,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,1042,1377,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,0,1194,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Cereibacter sphaeroides,Cereibacter sphaeroides,Cereibacter sphaeroides,1063,Cereibacter,Bacteria,,Pseudomonadota,Alphaproteobacteria,1447,29473,60806,21960,6671,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,1194,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,1194,1194,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,1194,1194,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,1194,0,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Enterococcus faecalis (strain ATCC 700802 / V583),Enterococcus faecalis,Enterococcus faecalis,1351,Enterococcus,Bacteria,,Bacillota,Bacilli,550,99885,255836,30026,14071,3618,3618,3618,3618,3618,3618,3618,3618,1810,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1810,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1810,3134,1810,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1810,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1810,4180,2607,3134,1810,827,2908,3134,3134,3134,2908,3134,3618,3134,1810,3134,3618,3618,3618,3134,1810,2936,3618,2936,3618,3618,1317,3134,3134,3134,3134,0,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Aeromonas hydrophila subsp. hydrophila,Aeromonas hydrophila,Aeromonas hydrophila,196023,Aeromonas,Bacteria,,Pseudomonadota,Gammaproteobacteria,535,62632,5430,1671,614,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,871,3618,3618,871,871,3618,3618,3618,3134,3618,3618,871,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,871,4101,871,871,3134,871,3134,871,871,871,3134,3618,3134,871,871,3618,2439,2439,579,3618,3000,871,3618,3134,1481,2849,1993,871,1940,3134,2439,2439,2439,871,3134,4180,3134,1778,3134,3134,3134,871,871,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,871,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,0,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis),Trichormus variabilis,Trichormus variabilis,240292,Trichormus,Bacteria,,Cyanobacteria,Cyanophyceae,465,16670,5408,2960,711,3618,3618,3618,3618,3618,3618,3618,3618,2936,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,662,3618,3618,3134,2936,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2936,3134,2936,3134,3134,3134,1373,3618,2936,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2936,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2936,4180,2936,3134,2936,2936,2908,3134,3134,3134,2908,3134,3618,3134,2936,3134,3618,3618,3618,3134,2936,1710,3618,751,3618,3618,2936,3134,3134,3134,3134,2936,3134,0,3134,3618,3134,2936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Burkholderia mallei (strain ATCC 23344),Burkholderia mallei,Burkholderia mallei,243160,Burkholderia,Bacteria,,Pseudomonadota,Betaproteobacteria,2674,25291,495,321,231,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1993,3618,3618,1993,1993,3618,3618,3618,3134,3618,3618,1993,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1993,4101,1993,1993,3134,1993,3134,1993,1993,1993,3134,3618,3134,1993,1993,3618,2439,2439,1993,3618,3000,1993,3618,3134,1993,2849,430,1993,1993,3134,2439,2439,2439,1993,3134,4180,3134,1993,3134,3134,3134,1993,1993,1993,3134,1386,3618,744,3134,1993,3618,3618,3618,1993,3134,3134,3618,3134,3618,3618,3134,430,2849,2439,2439,3134,1993,3134,0,3618,1993,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Ovis aries (Sheep),Ovis aries,Ovis aries,9940,Ovis,Eukaryota,Animalia,Chordata,Mammalia,466,48457,70348,22603,7167,94,94,1530,94,1275,24.6,1275,686,3618,1530,1530,686,429,319,3618,94,3618,3618,352,3618,3618,62,94,1275,3618,3618,1275,3618,3618,1275,1275,1530,94,1275,3618,1275,76,1530,1530,1530,686,160,94,1530,352,686,686,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,94,3618,3618,3618,1275,3618,3618,3618,1275,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,0,3618,3618,1530,1530,1530,1530,661,685,685,581,563,429,319,160,76,686,686,686,686
Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),Methylococcus capsulatus,Methylococcus capsulatus,243233,Methylococcus,Bacteria,,Pseudomonadota,Gammaproteobacteria,460,2511,2929,2792,1167,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1778,3618,3618,1778,1778,3618,3618,3618,3134,3618,3618,1778,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1778,4101,1778,1778,3134,1778,3134,1778,1778,1778,3134,3618,3134,1778,1778,3618,2439,2439,1778,3618,3000,1778,3618,3134,1778,2849,1993,1778,1940,3134,2439,2439,2439,1778,3134,4180,3134,1753,3134,3134,3134,1778,1778,1753,3134,1993,3618,1993,3134,1778,3618,3618,3618,1778,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,1778,3134,1993,3618,0,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Caldanaerobacter subterraneus subsp. tengcongensis,Caldanaerobacter subterraneus,Caldanaerobacter subterraneus,119072,Caldanaerobacter,Bacteria,,Bacillota,Clostridia,453,13758,1604,1351,764,3618,3618,3618,3618,3618,3618,3618,3618,2607,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,2607,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2607,3134,2607,3134,3134,3134,2936,3618,2607,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2607,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2607,4180,2061,3134,2607,2607,2908,3134,3134,3134,2908,3134,3618,3134,2607,3134,3618,3618,3618,3134,2607,2936,3618,2936,3618,3618,2607,3134,3134,3134,3134,2607,3134,2936,3134,3618,3134,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618
Phytophthora infestans (Potato late blight agent)  (Botrytis infestans),Phytophthora infestans,Phytophthora infestans,4787,Phytophthora,Eukaryota,Chromista,Oomycota,Peronosporales,132,52931,46897,27680,14590,1530,1530,1278,1530,1530,1530,1530,1530,3618,1278,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,1278,935,935,1530,1530,1530,1278,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1278,1278,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,0,1150,935,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530
Emiliania huxleyi (Coccolithophore),Emiliania huxleyi,Emiliania huxleyi,2903,Emiliania,Eukaryota,Chromista,,Prymnesiophyceae,96,70755,59496,49477,40821,1530,1530,1278,1530,1530,1530,1530,1530,3618,1278,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,1278,1150,1150,1530,1530,1530,1278,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1278,1278,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,1150,0,1150,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530
Paramecium tetraurelia,Paramecium tetraurelia,Paramecium tetraurelia,5888,Paramecium,Eukaryota,Chromista,Ciliophora,Oligohymenophorea,89,39855,39750,26201,15015,1530,1530,1278,1530,1530,1530,1530,1530,3618,1278,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,1278,951,951,1530,1530,1530,1278,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1278,1278,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,935,1150,0,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530
Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM),Entamoeba histolytica,Entamoeba histolytica,294381,Entamoeba,Eukaryota,Protozoa,Amoebozoa,Entamoebidae,101,44968,1682,824,641,1530,1530,1351,1530,1530,1530,1530,1530,3618,1351,1377,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1423,1530,1530,3618,1530,1530,1351,1351,1351,1530,1530,1530,1351,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1351,1351,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,1351,1351,1351,0,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530
