Entry,Progen2_medium_ll,Progen2_base_ll,Progen2_large_ll,Progen2_xlarge_ll,Progen2_BFD90_ll,ESM2_650M_pppl,ESM2_3B_pppl,ESM2_15B_pppl
P62301,-0.25257612,-0.222473405,-0.216379337,-0.147958964,-0.239319786,-1.623304436,-1.096589315,-0.857827673
P62702,-0.170241773,-0.122191995,-0.157726996,-0.08561426,-0.114342794,-1.056263708,-0.674853702,-0.555155351
P62754,-0.157708682,-0.175988361,-0.173858732,-0.098136958,-0.133421782,-2.061349279,-1.249470046,-0.972726855
P62806,-0.147877805,-0.198441766,-0.190149724,-0.156291172,-0.167380556,-1.787367648,-1.325070715,-1.066769394
P62830,-0.240828164,-0.234043859,-0.243486792,-0.137420133,-0.252623484,-0.351759033,-0.163404129,-0.126703661
P62843,-0.246031664,-0.26682514,-0.279441625,-0.121192183,-0.192605346,-2.519601481,-1.589588501,-1.479541843
P62889,-0.316784404,-0.910672754,-0.363066912,-0.171603635,-0.251536258,-0.901605346,-0.160617288,-0.074694875
P62908,-0.389248118,-0.403962225,-0.384895623,-0.136216685,-0.246157311,-1.778923375,-1.56656769,-1.27883509
P62911,-0.183346726,-0.2163807,-0.206520967,-0.180905484,-0.208172813,-0.012967811,-0.009981206,-0.009765936
P62918,-0.302149579,-0.293312579,-0.362894788,-0.09901385,-0.20482602,-1.574884421,-1.229408905,-0.844045008
P63276,-0.21402099,-0.219868205,-0.337038919,-0.153104343,-0.226887509,-0.019235534,-0.005238279,-0.003025893
P68040,-0.208546922,-0.142826624,-0.208928667,-0.09216385,-0.116322871,-1.145014694,-0.389918881,-0.204270765
P80315,-0.582659841,-0.521271557,-0.567119196,-0.260632485,-0.393679097,-1.707056312,-1.648592461,-1.565588391
P83882,-0.229347125,-0.323254451,-0.20424445,-0.188259602,-0.196438991,-2.00635505,-1.861661207,-1.727533727
P84244,-0.169377066,-0.164563306,-0.171084493,-0.124029242,-0.153557993,-1.550915882,-1.264100893,-1.140920472
P86546,-2.767896652,-2.7792629,-2.744102359,-2.462625623,-2.75766325,-2.210804443,-1.827958864,-1.748703345
P97351,-0.1722541,-0.230874151,-0.249869019,-0.103536561,-0.153660122,-2.018945496,-1.701399808,-1.661052413
Q03265,-0.50021033,-0.446178108,-0.474250048,-0.183861829,-0.329116821,-1.582092203,-1.394407639,-1.391850472
Q05915,-0.917318761,-0.898944765,-0.974326104,-0.738226742,-0.847286075,-1.549031286,-1.415264474,-1.238871936
Q3THK7,-0.34623149,-0.406924069,-0.432218969,-0.167707555,-0.278871462,-1.413579042,-1.243667887,-1.113581033
Q4KMM3,-0.915879607,-0.877261162,-0.944235772,-0.522703856,-0.868163109,-2.063818594,-1.775984099,-1.435988478
Q5NCQ5,-0.96688205,-0.939971596,-0.981077611,-0.63631624,-0.833017707,-1.722451373,-1.537123178,-1.539494358
Q5SX40,-0.156486847,-0.153363217,-0.136531338,-0.074311316,-0.109834615,-1.21365017,-1.002959435,-0.939247759
Q60817,-0.355193302,-0.270538211,-0.361182109,-0.105431952,-0.132432666,-1.228919933,-0.832381833,-0.452861482
Q6DFW4,-0.995887548,-0.99139151,-0.813150585,-0.427025571,-0.830384552,-1.923320522,-1.831635899,-1.753888571
Q6ZWV3,-0.170350216,-0.174393751,-0.222821951,-0.11028339,-0.154091947,-0.030111978,-0.013222071,-0.006653437
Q6ZWV7,-0.39577657,-0.670805365,-0.438012868,-0.22166612,-0.336993739,-0.874119324,-0.556357163,-0.635905388
Q8BHJ9,-1.315456092,-1.169359207,-1.110849679,-0.53158997,-0.962480724,-1.62943636,-1.328078888,-1.106110192
Q8BP67,-0.646705031,-0.641491145,-0.622488379,-0.156217568,-0.373817883,-0.319749482,-0.040206344,-0.022133491
Q8C6I2,-1.280731082,-1.247819483,-1.400413334,-0.65864259,-0.988575011,-1.302190854,-1.097304506,-0.905751673
Q8CGK3,-0.781576484,-0.738898724,-0.759511352,-0.530649483,-0.72245723,-1.415256499,-1.353046458,-1.294449791
Q8JZQ9,-0.640725255,-0.595968544,-0.613164663,-0.462157205,-0.56270659,-0.786132605,-0.556620742,-0.500154145
Q8K0W9,-1.292259216,-2.331528664,-1.369233191,-0.677101299,-1.065932423,-0.841667092,-0.246758761,-0.28868989
Q8K2B3,-0.526418507,-0.493065029,-0.509510711,-0.290070698,-0.400408059,-1.334382685,-1.119370933,-0.962491342
Q8K4Z3,-1.073631167,-0.970796943,-0.953583717,-0.648435622,-0.840771616,-1.411390592,-1.252933232,-1.276958351
Q8QZY1,-0.733162791,-0.660860926,-0.57995221,-0.123251878,-0.373545825,-0.71282039,-0.439688056,-0.148650891
Q8R1B4,-0.717643857,-0.588454515,-0.676942199,-0.214374669,-0.500073522,-1.311898355,-1.083988443,-0.899204071
Q8VCD5,-2.792019963,-2.440814137,-1.991821706,-0.243902288,-1.815030813,-1.292259626,-0.593167423,-0.329646211
Q8VE47,-1.116175771,-1.020243883,-1.009193957,-0.619402677,-0.801708668,-1.720363321,-1.45331356,-1.293993149
Q8VEA4,-0.839230716,-0.840587765,-0.88322717,-0.668968827,-0.77117306,-2.044696889,-1.89898958,-1.751968946
Q91WK2,-1.285966277,-1.16196543,-0.935207218,-0.349427685,-0.579885483,-1.46862919,-1.385560739,-1.366611796
Q91WN4,-1.147278726,-1.065916121,-1.118082821,-0.712811798,-0.894674867,-1.07351751,-0.86003586,-0.675764989
Q91YI1,-0.949231625,-0.811476111,-0.890722901,-0.316068187,-0.718172759,-1.398452934,-0.607435521,-0.330157628
Q921D4,-1.023433924,-0.966140211,-1.229281962,-0.332244188,-0.782930225,-2.793413068,-1.392153458,-1.313992907
Q99J83,-0.60368675,-0.584088564,-0.907142609,-0.199031942,-0.486102149,-0.609306714,-0.206180122,-0.161410363
Q99JT9,-1.143723279,-1.034382373,-1.126812935,-0.687923789,-0.992152959,-0.676410553,-0.607724613,-0.457962281
Q99JY9,-0.135717455,-0.175925471,-0.149484329,-0.071187386,-0.186825961,-0.112999732,-0.063897389,-0.063068954
Q99LF4,-0.498546228,-0.480919793,-0.432264745,-0.112768658,-0.34016031,-1.521780407,-1.307180385,-1.032016157
Q99M04,-0.806151092,-0.787474394,-0.889188468,-0.530178756,-0.689647198,-1.426896627,-1.136034425,-1.032079468
Q9CPR4,-0.177873641,-0.178352367,-0.164933227,-0.099266473,-0.149073787,-1.706418744,-1.407137754,-1.077515908
Q9CQ39,-2.369674802,-2.148475707,-2.087598085,-0.360950157,-1.036922157,-1.362331958,-0.529949962,-0.169381207
Q9CQ43,-0.876721621,-0.767040193,-0.819124281,-0.657360822,-0.785763323,-1.300258561,-1.175725392,-1.099119198
Q9CQ49,-0.615543813,-0.655551165,-0.755045533,-0.304372594,-0.518803701,-2.048201996,-1.873476748,-1.738075494
Q9CQ92,-1.173449278,-1.037721634,-1.130703241,-0.39204374,-0.728316307,-1.271462918,-1.151663013,-1.070723235
Q9CQR2,-0.985007167,-2.919214487,-0.942485154,-0.576417416,-0.704381973,-0.302404049,-0.264656265,-0.265062262
Q9CQY1,-1.149425387,-1.191361785,-1.221292496,-0.652826399,-1.02440989,-1.93793924,-1.817647974,-1.747017915
Q9CXW4,-0.257254444,-0.254518285,-0.409203991,-0.143939726,-0.229939796,-0.351367131,-0.078634163,-0.034337545
Q9CZ42,-1.118643761,-1.126033306,-1.126360536,-0.821948856,-1.060596049,-1.136204887,-0.972530249,-1.004162034
Q9CZM2,-0.23666776,-0.193920337,-0.238581911,-0.11139087,-0.151260547,-0.104759297,-0.018052975,-0.015757366
Q9D0L8,-1.556538165,-1.373781562,-1.418073952,-1.078106582,-1.268854558,-1.261619966,-1.109043165,-1.079994269
Q9D7W5,-1.226048648,-1.508030415,-1.86220628,-0.300618917,-0.820587575,-1.211265941,-0.424227182,-0.225161668
Q9D892,-0.748120636,-0.708065748,-0.749043077,-0.5031299,-0.604612261,-1.18617155,-1.023594001,-1.038974361
Q9D8E6,-0.527533233,-0.546428323,-0.557400823,-0.381683737,-0.45099622,-1.009386794,-0.681677973,-0.37588823
Q9DBN5,-0.674200565,-0.626730889,-0.723966062,-0.226342164,-0.428462788,-1.60575814,-1.52420665,-1.411339893
Q9DBZ5,-0.986608386,-0.710406378,-0.873690397,-0.160127856,-0.424634084,-0.312509268,-0.098603883,-0.092253147
Q9DCS3,-1.076149344,-1.032232612,-1.107570976,-0.680958748,-0.921541095,-1.110446816,-0.958321302,-0.786974309
Q9EQ61,-0.842047781,-0.733922809,-0.688858837,-0.361292064,-0.579271883,-1.384468383,-1.173248805,-0.883680834
Q9QZD9,-0.762470126,-0.645491868,-0.760534823,-0.111575313,-0.277324766,-0.857466958,-0.455317768,-0.093319821
Q9R0X0,-2.710302353,-2.593211651,-2.889760971,-0.332159206,-1.185283452,-0.584108635,-0.375998413,-0.248266105
Q9WVQ5,-0.777127713,-0.702447593,-0.72107619,-0.47432299,-0.602695823,-0.619036249,-0.400423661,-0.227117017
Q9Z120,-1.08196494,-0.986322492,-1.193114638,-0.523732334,-0.815485179,-1.405120996,-1.172420621,-0.947241485
Q9Z1D1,-1.200987935,-0.952170074,-0.989288926,-0.356687933,-0.742256194,-1.379929675,-0.980640154,-0.505981732
O88544,-0.813179821,-0.604909599,-0.529291585,-0.11610128,-0.384370983,-0.390540795,-0.100735007,-0.038956445
P00405,-0.466191456,-0.467167959,-0.51237078,-0.348579898,-0.387315556,-1.014432551,-0.636649226,-0.489588004
P03888,-0.729001015,-0.660139591,-0.707041681,-0.500863925,-0.647865236,-1.345554136,-1.199478248,-1.146716002
P03893,-1.076608002,-0.966213077,-1.027052492,-0.631712824,-0.833899319,-1.244868962,-1.17930763,-1.111945134
P03899,-1.044430315,-2.258306265,-0.936971247,-0.780979693,-0.89161396,-1.181728376,-0.968081277,-0.858602578
P03911,-0.853334934,-0.799640179,-0.838678837,-0.562191069,-0.733356655,-1.23482447,-1.068607396,-0.913137043
P03921,-1.403630495,-1.321984947,-0.950985193,-1.109544218,-1.282617986,-1.577079384,-1.291939848,-1.03695515
P03925,-1.157850742,-1.170447588,-1.210445166,-0.626844645,-0.838780791,-1.223602713,-0.99449138,-0.686777242
P61971,-1.068578064,-1.41114223,-1.724991381,-0.322205573,-0.908344865,-0.502934541,-0.143018571,-0.03419584
P62274,-0.63353762,-2.799966574,-0.714759529,-0.356441259,-0.468863398,-2.339101603,-1.95794644,-1.979781306
P62892,-0.570404619,-2.271677136,-0.496594295,-0.414591432,-0.538348526,-2.705371671,-2.742405654,-2.578734308
Q62241,-0.48999317,-0.495373502,-0.560714483,-0.181089342,-0.297465876,-0.728696207,-0.074875421,-0.056029868
Q8BG17,-1.720560253,-1.73288101,-1.787510157,-0.739633441,-1.528046966,-1.562323558,-1.125889981,-0.592579818
Q8BGB7,-1.150846064,-1.050474167,-1.315897703,-0.477617949,-0.767431021,-0.5105229,-0.314830713,-0.310411726
Q8BVQ5,-0.695518702,-0.750472695,-0.928803474,-0.20032423,-0.453293175,-0.687423753,-0.236785886,-0.136026714
Q8BWU5,-0.675499231,-0.677519232,-0.610687017,-0.498172343,-0.595320165,-1.266244489,-0.921491252,-0.869183543
Q99JX4,-2.041614294,-1.679929852,-1.474095941,-0.219232813,-0.76773265,-1.033842875,-0.241227736,-0.069993298
Q99LN9,-0.961042345,-0.943079412,-0.883249372,-0.633309126,-0.793852121,-1.036314519,-0.754078113,-0.671264579
Q9CQA5,-2.007276893,-1.520035207,-1.786254108,-0.597854942,-1.240382552,-1.92918976,-0.86943308,-0.484887515
Q9CR25,-2.083826184,-2.003005862,-2.291541934,-0.735015035,-1.676444411,-1.600719387,-1.517035642,-1.492191033
Q9CXU0,-1.223908186,-1.581486642,-1.669704378,-0.308778152,-0.745927542,-1.466085813,-1.212416673,-1.223512234
Q9CXU1,-0.75362289,-0.734537393,-0.779550791,-0.391024992,-0.5979487,-0.360926528,-0.151728265,-0.137383158
Q9CZB6,-1.487615883,-1.214916587,-1.236034274,-0.466622591,-1.067625344,-0.80161361,-0.433040827,-0.188231824
Q9D0C4,-1.634227455,-1.432454467,-1.638969839,-0.953332424,-1.302067459,-1.317150423,-1.095845302,-0.871948644
Q9D8C6,-2.768890858,-2.781894207,-2.276102185,-0.855517954,-2.181366682,-0.464701413,-0.24530698,-0.146203622
Q9EP82,-1.846452892,-1.685790002,-1.811082065,-0.825908333,-1.300699592,-1.647151067,-1.422244366,-1.341114619
Q9Z223,-1.503430724,-1.42430824,-1.391874015,-1.00763008,-1.218902111,-1.599337406,-1.497765786,-1.507056367
A6H611,-1.021043777,-0.881512314,-0.966832757,-0.608127773,-0.848091066,-1.053963084,-0.748149651,-0.675482313
P00416,-0.472306162,-0.46047768,-0.503981933,-0.305101156,-0.38190864,-1.25342111,-0.940536857,-0.923608832
P00848,-0.724442124,-0.679367304,-0.735559314,-0.572568059,-0.646049351,-0.811076065,-0.771665373,-0.665959485
P03903,-1.305604339,-2.731969237,-1.315577745,-0.761984617,-1.100576639,-0.933737869,-0.884348815,-0.784239769
P03930,-1.548846602,-2.903079152,-1.865773797,-1.051986307,-1.426003039,-1.354791243,-1.034615376,-0.963046278
Q3TZM9,-1.12261188,-1.043765903,-1.037311286,-0.730456948,-0.908188879,-1.071555725,-0.839070305,-0.537684268
Q3U308,-1.733811617,-1.486638546,-1.752286732,-0.971901566,-1.413343072,-1.60977157,-1.475990948,-1.46498469
Q5SW19,-0.459108219,-0.350516759,-0.340792127,-0.211256895,-0.266773544,-1.57878521,-1.258774806,-1.201397013
Q62276,-1.212604523,-1.129792213,-1.231217384,-0.659999698,-1.049274623,-1.038195531,-0.761089747,-0.296875884
Q6ZWQ7,-1.260767996,-1.207717419,-1.453352749,-0.290486075,-0.994349986,-0.526429841,-0.204255327,-0.080266798
Q8BMC4,-2.367965937,-2.170161128,-2.26478982,-0.758396417,-1.474855542,-1.555608581,-1.084400907,-0.805840555
Q8C2R7,-1.279876709,-1.2276299,-1.261666954,-0.611246079,-1.097628772,-1.375057486,-1.273144498,-1.250830931
Q8CE96,-1.782473624,-1.581378877,-1.671271384,-0.795806199,-1.277910233,-1.213473321,-0.950417666,-0.887998274
Q8K0D5,-0.605330288,-0.572603464,-0.688069224,-0.381124213,-0.56855309,-1.487762074,-1.202377291,-1.043670483
Q8R2Q4,-1.128615916,-1.030335724,-0.971414417,-0.644074768,-0.847934544,-1.648744567,-1.379493423,-1.189436965
Q8R3I3,-1.333177507,-1.303518593,-1.416251123,-0.424330309,-0.867056876,-0.765780363,-0.409563215,-0.327378222
Q8VE22,-2.493538976,-2.759704351,-2.74205935,-1.005007714,-1.451504469,-0.986985214,-0.894570342,-0.862337505
Q91XD8,-1.072369158,-1.084256709,-1.140731692,-0.783881813,-0.991809726,-1.604457169,-1.353962952,-0.930550864
Q99J10,-1.432486713,-1.432296813,-1.461904287,-0.860423625,-1.189730525,-1.494349651,-1.382133509,-1.123134521
Q99JT1,-1.19279319,-1.153626561,-1.121758997,-0.659140527,-0.972139031,-1.572527159,-1.508022263,-1.431426085
Q9CPT5,-1.925131738,-2.20207727,-2.197986603,-0.424900472,-1.05940643,-0.809864831,-0.213617161,-0.138947661
Q9CQ65,-0.721368074,-0.702396095,-0.740145028,-0.464580879,-0.593683064,-0.393250259,-0.334109442,-0.271298652
Q9CQT1,-1.119470119,-1.129640281,-1.12529707,-0.612370908,-0.867038757,-1.439186713,-1.278084358,-1.18842812
Q9CRT8,-1.059294343,-0.801516175,-1.269299328,-0.324103579,-0.648869723,-0.866180068,-0.379668987,-0.306952043
Q9CZ82,-2.911860824,-2.898813128,-2.859870315,-0.22283262,-1.971497715,-1.873817493,-1.591366233,-1.507418884
Q9CZN8,-0.995149016,-1.019295275,-0.95725435,-0.545873791,-0.767190963,-1.208077729,-0.867615748,-0.688127956
Q9D3W4,-0.661204427,-0.554022402,-0.784039974,-0.317213655,-0.558100522,-0.30399509,-0.213770684,-0.138418304
Q9D819,-1.028533965,-0.984234244,-1.043575704,-0.449613214,-0.75731498,-1.568886957,-1.479010232,-1.458740154
Q80ZK0,-1.179840982,-1.123174012,-1.43640089,-0.607148662,-1.10851419,-0.768609798,-0.558133613,-0.398366412
Q8BQU3,-2.135539114,-2.558508039,-2.284567237,-0.729198217,-1.462475777,-1.138342174,-0.755974233,-0.587924108
Q9CQV5,-1.722195566,-1.397786915,-2.570581436,-0.656772852,-0.995865196,-1.31477247,-0.573230432,-0.542554838
Q9CR09,-0.878248066,-0.901653588,-0.954415053,-0.46234262,-0.68207714,-0.434218276,-0.244270055,-0.169156469
Q9CZR8,-1.677699447,-1.37815696,-1.672203898,-0.653527141,-1.214552015,-0.981603322,-0.594474019,-0.511480455
C0LU16,-2.685165048,-2.692918897,-2.65367353,-0.928298324,-1.895906627,-1.708416991,-0.611916448,-0.496684484
F4J2K2,-1.681538761,-1.644845068,-1.708464682,-1.304685712,-1.550560355,-1.881413466,-1.830040442,-1.77997949
F4K2A1,-1.43999058,-1.385642946,-1.45083499,-1.104738295,-1.294824719,-1.766220846,-1.664324636,-1.614490211
O23654,-0.872901648,-0.86456126,-0.812594324,-0.356572852,-0.670962691,-1.776701091,-1.603030242,-1.405770164
O49519,-2.653195143,-2.659507036,-2.626834989,-2.308673382,-2.51646018,-1.892472483,-1.924066827,-1.815114558
O64948,-1.144651234,-1.124099374,-1.108348608,-0.537202179,-0.759646237,-1.504304086,-1.250970303,-0.947048299
P59169,-0.204760246,-0.204951972,-0.205271073,-0.122804809,-0.166144513,-1.569051801,-1.268524112,-1.153766855
P59259,-0.175297171,-0.213237531,-0.202485025,-0.163174748,-0.181334041,-1.808674683,-1.354109728,-1.070488513
Q2V4E2,-2.828436732,-2.867034674,-2.847535849,-2.775026798,-2.800040007,-2.409778513,-2.373024494,-2.283210156
Q3ECH9,-2.808413267,-2.851745486,-2.827988744,-2.81681931,-2.800412893,-2.18759504,-2.177126488,-1.831913298
Q3ECJ5,-2.71014452,-2.820184112,-2.727232814,-2.546473265,-2.581384301,-2.046626529,-2.001718281,-1.331875334
Q6IWA9,-2.806943059,-2.835258842,-2.796641588,-2.612032413,-2.786090732,-2.261588738,-2.094813482,-1.985181924
Q6NPS8,-1.387182653,-1.322030127,-1.391366065,-0.839740783,-1.207538545,-1.205803882,-0.990883729,-0.955782787
Q84W98,-2.580587268,-2.71047461,-2.623252869,-2.305641532,-2.600339174,-1.951235309,-1.693434327,-1.505581644
Q8L5U0,-1.537992299,-1.466224194,-1.53006357,-0.627973795,-1.058416963,-0.905014142,-0.501796762,-0.356063002
Q8L7Z3,-2.116097093,-2.079773664,-2.145289779,-1.51664573,-1.846931159,-1.849500088,-1.621484197,-1.429493643
Q8LCU7,-1.177953601,-1.086314559,-1.215214133,-0.841664702,-1.027222782,-1.174156958,-0.888483291,-0.874383773
Q8W035,-1.508485734,-1.483743906,-1.541851223,-1.265490174,-1.440310121,-1.676662862,-1.585774594,-1.529795303
Q8W575,-2.169567585,-2.049460649,-2.090330482,-1.292974293,-1.779280245,-1.446383486,-1.090598779,-0.988465228
Q941C5,-2.65740788,-2.749070525,-2.678206682,-2.501206398,-2.675734282,-1.98878074,-1.86570229,-1.889055202
Q94AF2,-1.459633768,-1.279579163,-1.454559565,-0.995171934,-1.282494247,-1.523051898,-1.497680844,-1.469458953
Q9ASR1,-0.47693193,-0.416197568,-0.457599506,-0.212685332,-0.349742711,-1.61128069,-1.321796781,-0.997815617
Q9C5Z2,-1.860704064,-1.735414803,-1.559599221,-0.682679057,-1.269719362,-1.452448642,-1.305667138,-1.208957569
Q9C5Z3,-1.16292721,-1.120307386,-1.15340066,-0.555000842,-0.946200222,-1.12482102,-0.795938341,-0.639082484
Q9FFI2,-2.373453975,-2.30837214,-2.379383683,-1.193230093,-1.99654001,-1.33941416,-1.067483848,-0.78453617
Q9FME2,-1.805293083,-1.775703788,-1.681340337,-1.389088333,-1.642889678,-1.621453203,-1.532462542,-1.380732376
Q9LHE9,-0.892366201,-0.839653105,-0.90972665,-0.643719196,-0.806500435,-0.971417914,-0.791600197,-0.73361143
Q9LXU0,-2.752098203,-2.785479665,-2.761918426,-2.520785332,-2.751361251,-2.168996954,-2.136272143,-2.078538729
Q9LYK7,-1.689335823,-1.68413806,-1.715670168,-1.127646029,-1.450849891,-1.710045947,-1.56083663,-1.342580987
Q9SJZ6,-2.825859547,-2.82375741,-2.812596202,-0.772374302,-2.336473763,-1.873995524,-0.869080788,-0.60874965
Q9SR02,-2.17813313,-2.081746936,-2.357869625,-1.073872477,-1.782720685,-2.203663048,-1.622663121,-1.405055667
Q9STG6,-1.010829449,-0.93499282,-1.010201752,-0.806384027,-0.832054347,-1.223826476,-0.987262733,-0.848232489
Q9XEE9,-1.18092525,-1.124977469,-1.233601093,-0.721137464,-0.94250223,-0.978473053,-0.803616199,-0.793339834
Q9XFD1,-1.469917357,-1.423333704,-1.459053576,-0.813333362,-1.259879768,-2.182981089,-2.067631312,-1.899042414
Q9ZWT1,-1.078190386,-1.076284528,-1.130318224,-0.721666068,-0.888920277,-1.44558423,-1.347362346,-1.268732429
O04547,-2.786361337,-2.863062143,-2.853654861,-2.669198632,-2.771500349,-2.291659921,-2.126559942,-1.768760456
O05000,-1.812827826,-1.748248577,-1.716670215,-0.630609214,-1.555609107,-1.729976982,-1.46318461,-1.338150206
O49160,-1.342508554,-1.275107503,-1.387617111,-0.826233417,-1.068915248,-0.993844671,-0.82986987,-0.786831947
O65251,-0.773876697,-0.730815679,-0.776061028,-0.464022115,-0.607328862,-1.408626666,-1.214039051,-1.072245964
P29388,-0.943059653,-0.945170224,-0.972581774,-0.432754561,-0.801666081,-1.604638635,-1.289342724,-1.159733818
P42792,-0.990697443,-0.93818748,-0.962599874,-0.31325981,-0.7518484,-1.913224026,-1.725472811,-1.620236068
P56820,-1.68390584,-1.481414139,-1.428104579,-0.852555364,-1.270168066,-1.788271409,-1.494635928,-1.33307059
P92533,-1.346159577,-1.616274357,-1.355980575,-1.014653027,-1.279079616,-0.724051352,-0.356269769,-0.189541659
P92549,-0.685261041,-0.675600469,-0.738868088,-0.459752724,-0.634468555,-1.601474673,-1.464375162,-1.387433389
P93285,-0.905770153,-0.79974705,-0.903168738,-0.457931489,-0.635089695,-1.132345423,-0.953886196,-0.859297676
P93313,-1.198386192,-1.136746585,-1.079033554,-0.433363453,-0.966773868,-1.380623374,-1.094291029,-0.98421596
